id,device,timestamp,activityLevel,timestamp
94111fcc-e2b1-4088-9314-2e84cb812c08-12169,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127109.597,high,1435127109.597
94111fcc-e2b1-4088-9314-2e84cb812c08-12172,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127110.605,high,1435127110.605
94111fcc-e2b1-4088-9314-2e84cb812c08-12175,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127111.603,high,1435127111.603
94111fcc-e2b1-4088-9314-2e84cb812c08-12178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127112.607,high,1435127112.607
94111fcc-e2b1-4088-9314-2e84cb812c08-12181,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127113.617,high,1435127113.617
94111fcc-e2b1-4088-9314-2e84cb812c08-12184,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127114.609,high,1435127114.609
94111fcc-e2b1-4088-9314-2e84cb812c08-12187,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127115.612,high,1435127115.612
94111fcc-e2b1-4088-9314-2e84cb812c08-12190,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127116.62,high,1435127116.62
94111fcc-e2b1-4088-9314-2e84cb812c08-12193,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127117.617,high,1435127117.617
94111fcc-e2b1-4088-9314-2e84cb812c08-12196,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127118.619,high,1435127118.619
94111fcc-e2b1-4088-9314-2e84cb812c08-12199,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127119.627,high,1435127119.627
94111fcc-e2b1-4088-9314-2e84cb812c08-12202,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127120.622,high,1435127120.622
94111fcc-e2b1-4088-9314-2e84cb812c08-12205,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127121.625,high,1435127121.625
94111fcc-e2b1-4088-9314-2e84cb812c08-12208,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127122.626,high,1435127122.626
94111fcc-e2b1-4088-9314-2e84cb812c08-12211,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127230.262,high,1435127230.262
94111fcc-e2b1-4088-9314-2e84cb812c08-12214,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127231.27,high,1435127231.27
94111fcc-e2b1-4088-9314-2e84cb812c08-12217,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127232.281,high,1435127232.281
94111fcc-e2b1-4088-9314-2e84cb812c08-12220,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127233.268,high,1435127233.268
94111fcc-e2b1-4088-9314-2e84cb812c08-12223,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127234.272,high,1435127234.272
94111fcc-e2b1-4088-9314-2e84cb812c08-12226,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127235.271,high,1435127235.271
94111fcc-e2b1-4088-9314-2e84cb812c08-12229,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127236.286,high,1435127236.286
94111fcc-e2b1-4088-9314-2e84cb812c08-12232,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127237.288,high,1435127237.288
94111fcc-e2b1-4088-9314-2e84cb812c08-12235,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127238.278,high,1435127238.278
94111fcc-e2b1-4088-9314-2e84cb812c08-12238,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127239.281,high,1435127239.281
94111fcc-e2b1-4088-9314-2e84cb812c08-12241,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127240.283,high,1435127240.283
94111fcc-e2b1-4088-9314-2e84cb812c08-12244,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127241.285,high,1435127241.285
94111fcc-e2b1-4088-9314-2e84cb812c08-12247,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127242.288,high,1435127242.288
94111fcc-e2b1-4088-9314-2e84cb812c08-12250,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435127243.29,high,1435127243.29
