id,device,timestamp,diffSecs,l1Norm,l2Norm,linfNorm,mfccs,psdAcrossFrequencyBands,timestamp
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,120.1821579067665,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,11.612886013177409,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,3.347251352121957,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,3.27664954853571,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,2.5233448448100035,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,2.4851896846331876,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,2.51102821030386,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,1.3220884232508376,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,1.2736520225118717,1120700979896.0256,1435126717.876
94111fcc-e2b1-4088-9314-2e84cb812c08-178,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435126717.876,1.0839998722076416,1631.649125,4312.666344255605,181.01933598375618,1.3069498551209966,1120700979896.0256,1435126717.876
