id,device,timestamp,diffSecs,l1Norm,l2Norm,linfNorm,mfccs,psdAcrossFrequencyBands,timestamp
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,108.04712415587748,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,14.129202706084104,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,1.0736412041484662,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,0.9922081641582601,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,4.5768122073466975,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,-2.389530788450451,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,1.4017521724118507,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,1.0565385414433646,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,-2.1071730826596213,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,1.3717002105783798,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,-2.8260001085418733,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,-3.0515281672038626,90335387093.18787,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,108.04712415587748,6770891907.864989,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,14.129202706084104,6770891907.864989,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,1.0736412041484662,6770891907.864989,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,0.9922081641582601,6770891907.864989,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,4.5768122073466975,6770891907.864989,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,-2.389530788450451,6770891907.864989,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,1.4017521724118507,6770891907.864989,1435155071.553
59fba6f3-3948-4c1d-b08b-baddcdc4939f-67,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435155071.553,1.069000005722046,866.153375,1118.8804641806023,65.06150935845248,1.0565385414433646,6770891907.864989,1435155071.553
