id,device,timestamp,activityLevel,timestamp
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12197,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142363.354,high,1435142363.354
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12200,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142364.357,high,1435142364.357
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12203,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142365.358,high,1435142365.358
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12206,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142366.496,high,1435142366.496
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12209,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142367.362,high,1435142367.362
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12212,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142368.365,high,1435142368.365
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12216,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142510.968,high,1435142510.968
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12219,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142511.952,high,1435142511.952
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12222,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142512.957,high,1435142512.957
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12225,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142513.956,high,1435142513.956
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12228,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142514.958,high,1435142514.958
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12231,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142515.968,high,1435142515.968
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12234,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142516.962,high,1435142516.962
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12237,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142517.964,high,1435142517.964
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12240,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142518.968,high,1435142518.968
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12243,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142519.969,high,1435142519.969
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12246,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142520.971,high,1435142520.971
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12249,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142521.973,high,1435142521.973
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12252,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142522.979,high,1435142522.979
64e6d333-e746-42bc-b4e2-c8e3e3854b12-12255,9416d62f-9e61-48b2-b55b-68c878fa3f17,1435142523.978,high,1435142523.978
